Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.173900201880708,-0.121086234633632,0.00730886765713955,0,0,0,6.33316594026914,0.0681720008633645,-1.88753487060761E-12,2.35234791244411E-08,0.0681720008633614,-2.35234786267212E-08,0.135322225776106,0,0,0,0,0,0,package://ChessBoard_Assembled/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://ChessBoard_Assembled/meshes/base_link.STL,,White-114;White-113;ChessBoard-1;White-91;White-95;White-97;White-93;White-100;White-99;White-98;White-96;White-94;White-92;White-90;White-89;White-71;White-69;White-67;Black-123;Black-114;Black-117;Black-122;Black-120;Black-121;Black-128;Black-126;White-68;Black-125;Black-124;Black-118;Black-115;Black-116;Black-119;Black-127;White-76;White-74;White-72;White-75;White-73;White-70;White-83;White-77;White-79;White-78;White-88;White-86;White-81;White-82;White-80;White-85;White-84;White-87;White-101;White-108;White-105;White-104;White-102;White-107;White-103;White-112;White-110;White-106;White-111;White-109;White-1;White-66;Black-1;Black-99;Black-98;Black-109;Black-108;Black-107;Black-100;Black-105;Black-106;Black-104;Black-102;Black-101;Black-103;Black-111;Black-110;Black-113;Black-112,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
